scenario,epsilon_block1,epsilon_block2,epsilon_absolute_difference,epsilon_symmetric_difference_percent,tau_block1,tau_block2,tau_absolute_difference,tau_symmetric_difference_percent,alpha_block1,alpha_block2,alpha_absolute_difference,alpha_symmetric_difference_percent
motor_lr_m1_left,0.0944040760917338,0.0745526230382691,0.0198514530534647,23.49886468625918,0.7230273616591263,0.7928755325458888,0.0698481708867625,9.215388552100231,0.3456478779685265,0.3988087557559542,0.0531608777874277,14.281793023044584
motor_lr_m1_right,0.0305479942898294,0.036928197303572,0.0063802030137425,18.910975450981223,0.635063031677129,0.6598587897690493,0.0247957580919203,3.8296919059141774,0.5508341601391276,0.5106053645370159,0.0402287956021116,7.580044772571647
motor_rl_m1_left,0.0857669694014434,0.1281465319336425,0.0423795625321991,39.62308341240548,0.7218637406015985,1.76569448882748,1.0438307482258815,83.92412574522544,0.3793231706709523,0.3577421762756988,0.0215809943952534,5.855924304311514
motor_rl_m1_right,0.0768176084588527,0.1393378132045022,0.0625202047456495,57.84745463661773,1.4234152383641223,0.7255717848421355,0.6978434535219868,64.94626965972223,0.4050659247520144,0.3417652769271881,0.0633006478248263,16.951795180088574
